"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","QGDP","VOLIDX","IDX","Q","2000-Q1",64.2,
"AUS","QGDP","VOLIDX","IDX","Q","2000-Q2",64.8,
"AUS","QGDP","VOLIDX","IDX","Q","2000-Q3",64.9,
"AUS","QGDP","VOLIDX","IDX","Q","2000-Q4",64.6,
"AUS","QGDP","VOLIDX","IDX","Q","2001-Q1",65.3,
"AUS","QGDP","VOLIDX","IDX","Q","2001-Q2",65.8,
"AUS","QGDP","VOLIDX","IDX","Q","2001-Q3",66.6,
"AUS","QGDP","VOLIDX","IDX","Q","2001-Q4",67.4,
"AUS","QGDP","VOLIDX","IDX","Q","2002-Q1",67.9,
"AUS","QGDP","VOLIDX","IDX","Q","2002-Q2",69.1,
"AUS","QGDP","VOLIDX","IDX","Q","2002-Q3",69.3,
"AUS","QGDP","VOLIDX","IDX","Q","2002-Q4",69.8,
"AUS","QGDP","VOLIDX","IDX","Q","2003-Q1",69.9,
"AUS","QGDP","VOLIDX","IDX","Q","2003-Q2",70.1,
"AUS","QGDP","VOLIDX","IDX","Q","2003-Q3",71.3,
"AUS","QGDP","VOLIDX","IDX","Q","2003-Q4",72.5,
"AUS","QGDP","VOLIDX","IDX","Q","2004-Q1",73.1,
"AUS","QGDP","VOLIDX","IDX","Q","2004-Q2",73.6,
"AUS","QGDP","VOLIDX","IDX","Q","2004-Q3",74.1,
"AUS","QGDP","VOLIDX","IDX","Q","2004-Q4",74.7,
"AUS","QGDP","VOLIDX","IDX","Q","2005-Q1",75.3,
"AUS","QGDP","VOLIDX","IDX","Q","2005-Q2",75.6,
"AUS","QGDP","VOLIDX","IDX","Q","2005-Q3",76.5,
"AUS","QGDP","VOLIDX","IDX","Q","2005-Q4",77.1,
"AUS","QGDP","VOLIDX","IDX","Q","2006-Q1",77.3,
"AUS","QGDP","VOLIDX","IDX","Q","2006-Q2",77.4,
"AUS","QGDP","VOLIDX","IDX","Q","2006-Q3",78.5,
"AUS","QGDP","VOLIDX","IDX","Q","2006-Q4",79.6,
"AUS","QGDP","VOLIDX","IDX","Q","2007-Q1",80.7,
"AUS","QGDP","VOLIDX","IDX","Q","2007-Q2",81.2,
"AUS","QGDP","VOLIDX","IDX","Q","2007-Q3",82.1,
"AUS","QGDP","VOLIDX","IDX","Q","2007-Q4",82.5,
"AUS","QGDP","VOLIDX","IDX","Q","2008-Q1",83.5,
"AUS","QGDP","VOLIDX","IDX","Q","2008-Q2",83.7,
"AUS","QGDP","VOLIDX","IDX","Q","2008-Q3",84.3,
"AUS","QGDP","VOLIDX","IDX","Q","2008-Q4",83.9,
"AUS","QGDP","VOLIDX","IDX","Q","2009-Q1",84.8,
"AUS","QGDP","VOLIDX","IDX","Q","2009-Q2",85.2,
"AUS","QGDP","VOLIDX","IDX","Q","2009-Q3",85.5,
"AUS","QGDP","VOLIDX","IDX","Q","2009-Q4",86.1,
"AUS","QGDP","VOLIDX","IDX","Q","2010-Q1",86.5,
"AUS","QGDP","VOLIDX","IDX","Q","2010-Q2",87,
"AUS","QGDP","VOLIDX","IDX","Q","2010-Q3",87.6,
"AUS","QGDP","VOLIDX","IDX","Q","2010-Q4",88.5,
"AUS","QGDP","VOLIDX","IDX","Q","2011-Q1",88.3,
"AUS","QGDP","VOLIDX","IDX","Q","2011-Q2",89.3,
"AUS","QGDP","VOLIDX","IDX","Q","2011-Q3",90.5,
"AUS","QGDP","VOLIDX","IDX","Q","2011-Q4",91.5,
"AUS","QGDP","VOLIDX","IDX","Q","2012-Q1",92.4,
"AUS","QGDP","VOLIDX","IDX","Q","2012-Q2",93.1,
"AUS","QGDP","VOLIDX","IDX","Q","2012-Q3",93.6,
"AUS","QGDP","VOLIDX","IDX","Q","2012-Q4",94.1,
"AUS","QGDP","VOLIDX","IDX","Q","2013-Q1",94.4,
"AUS","QGDP","VOLIDX","IDX","Q","2013-Q2",94.8,
"AUS","QGDP","VOLIDX","IDX","Q","2013-Q3",95.6,
"AUS","QGDP","VOLIDX","IDX","Q","2013-Q4",96.4,
"AUS","QGDP","VOLIDX","IDX","Q","2014-Q1",97,
"AUS","QGDP","VOLIDX","IDX","Q","2014-Q2",97.6,
"AUS","QGDP","VOLIDX","IDX","Q","2014-Q3",98,
"AUS","QGDP","VOLIDX","IDX","Q","2014-Q4",98.4,
"AUS","QGDP","VOLIDX","IDX","Q","2015-Q1",99.2,
"AUS","QGDP","VOLIDX","IDX","Q","2015-Q2",99.4,
"AUS","QGDP","VOLIDX","IDX","Q","2015-Q3",100.4,
"AUS","QGDP","VOLIDX","IDX","Q","2015-Q4",101,
"AUS","QGDP","VOLIDX","IDX","Q","2016-Q1",101.9,
"AUS","QGDP","VOLIDX","IDX","Q","2016-Q2",102.6,
"AUS","QGDP","VOLIDX","IDX","Q","2016-Q3",102.7,
"AUS","QGDP","VOLIDX","IDX","Q","2016-Q4",103.8,
"AUS","QGDP","VOLIDX","IDX","Q","2017-Q1",104.1,
"AUS","QGDP","VOLIDX","IDX","Q","2017-Q2",104.8,
"AUS","QGDP","VOLIDX","IDX","Q","2017-Q3",105.8,
"AUS","QGDP","VOLIDX","IDX","Q","2017-Q4",106.3,
"AUS","QGDP","VOLIDX","IDX","Q","2018-Q1",107.3,
"AUS","QGDP","VOLIDX","IDX","Q","2018-Q2",108.2,
"AUS","QGDP","VOLIDX","IDX","Q","2018-Q3",108.6,
"AUS","QGDP","VOLIDX","IDX","Q","2018-Q4",108.8,
"AUS","QGDP","VOLIDX","IDX","Q","2019-Q1",109.3,
"AUS","QGDP","VOLIDX","IDX","Q","2019-Q2",110.1,
"AUS","QGDP","VOLIDX","IDX","Q","2019-Q3",110.7,
"AUS","QGDP","VOLIDX","IDX","Q","2019-Q4",111.2,
"AUS","QGDP","VOLIDX","IDX","Q","2020-Q1",110.9,
"AUS","QGDP","VOLIDX","IDX","Q","2020-Q2",103.1,
"AUS","QGDP","VOLIDX","IDX","Q","2020-Q3",106.6,
"AUS","QGDP","VOLIDX","IDX","Q","2020-Q4",110,
"AUT","QGDP","VOLIDX","IDX","Q","2000-Q1",80.3,
"AUT","QGDP","VOLIDX","IDX","Q","2000-Q2",80.8,
"AUT","QGDP","VOLIDX","IDX","Q","2000-Q3",81.2,
"AUT","QGDP","VOLIDX","IDX","Q","2000-Q4",82.5,
"AUT","QGDP","VOLIDX","IDX","Q","2001-Q1",82.2,
"AUT","QGDP","VOLIDX","IDX","Q","2001-Q2",82,
"AUT","QGDP","VOLIDX","IDX","Q","2001-Q3",82.1,
"AUT","QGDP","VOLIDX","IDX","Q","2001-Q4",82.6,
"AUT","QGDP","VOLIDX","IDX","Q","2002-Q1",83.2,
"AUT","QGDP","VOLIDX","IDX","Q","2002-Q2",83.8,
"AUT","QGDP","VOLIDX","IDX","Q","2002-Q3",84.1,
"AUT","QGDP","VOLIDX","IDX","Q","2002-Q4",83.6,
"AUT","QGDP","VOLIDX","IDX","Q","2003-Q1",84.3,
"AUT","QGDP","VOLIDX","IDX","Q","2003-Q2",84.4,
"AUT","QGDP","VOLIDX","IDX","Q","2003-Q3",84.6,
"AUT","QGDP","VOLIDX","IDX","Q","2003-Q4",84.7,
"AUT","QGDP","VOLIDX","IDX","Q","2004-Q1",85.7,
"AUT","QGDP","VOLIDX","IDX","Q","2004-Q2",86.2,
"AUT","QGDP","VOLIDX","IDX","Q","2004-Q3",87.1,
"AUT","QGDP","VOLIDX","IDX","Q","2004-Q4",87.3,
"AUT","QGDP","VOLIDX","IDX","Q","2005-Q1",87.4,
"AUT","QGDP","VOLIDX","IDX","Q","2005-Q2",88.4,
"AUT","QGDP","VOLIDX","IDX","Q","2005-Q3",89.1,
"AUT","QGDP","VOLIDX","IDX","Q","2005-Q4",89.9,
"AUT","QGDP","VOLIDX","IDX","Q","2006-Q1",90.8,
"AUT","QGDP","VOLIDX","IDX","Q","2006-Q2",91.1,
"AUT","QGDP","VOLIDX","IDX","Q","2006-Q3",92.2,
"AUT","QGDP","VOLIDX","IDX","Q","2006-Q4",93.2,
"AUT","QGDP","VOLIDX","IDX","Q","2007-Q1",94,
"AUT","QGDP","VOLIDX","IDX","Q","2007-Q2",95.1,
"AUT","QGDP","VOLIDX","IDX","Q","2007-Q3",95.5,
"AUT","QGDP","VOLIDX","IDX","Q","2007-Q4",96.3,
"AUT","QGDP","VOLIDX","IDX","Q","2008-Q1",96.8,
"AUT","QGDP","VOLIDX","IDX","Q","2008-Q2",97.7,
"AUT","QGDP","VOLIDX","IDX","Q","2008-Q3",97.2,
"AUT","QGDP","VOLIDX","IDX","Q","2008-Q4",95,
"AUT","QGDP","VOLIDX","IDX","Q","2009-Q1",93.3,
"AUT","QGDP","VOLIDX","IDX","Q","2009-Q2",92.5,
"AUT","QGDP","VOLIDX","IDX","Q","2009-Q3",93,
"AUT","QGDP","VOLIDX","IDX","Q","2009-Q4",93.3,
"AUT","QGDP","VOLIDX","IDX","Q","2010-Q1",93,
"AUT","QGDP","VOLIDX","IDX","Q","2010-Q2",94.2,
"AUT","QGDP","VOLIDX","IDX","Q","2010-Q3",95.1,
"AUT","QGDP","VOLIDX","IDX","Q","2010-Q4",96.1,
"AUT","QGDP","VOLIDX","IDX","Q","2011-Q1",97,
"AUT","QGDP","VOLIDX","IDX","Q","2011-Q2",97.3,
"AUT","QGDP","VOLIDX","IDX","Q","2011-Q3",98,
"AUT","QGDP","VOLIDX","IDX","Q","2011-Q4",98,
"AUT","QGDP","VOLIDX","IDX","Q","2012-Q1",98.6,
"AUT","QGDP","VOLIDX","IDX","Q","2012-Q2",98.3,
"AUT","QGDP","VOLIDX","IDX","Q","2012-Q3",98.2,
"AUT","QGDP","VOLIDX","IDX","Q","2012-Q4",98.1,
"AUT","QGDP","VOLIDX","IDX","Q","2013-Q1",97.8,
"AUT","QGDP","VOLIDX","IDX","Q","2013-Q2",98,
"AUT","QGDP","VOLIDX","IDX","Q","2013-Q3",98.4,
"AUT","QGDP","VOLIDX","IDX","Q","2013-Q4",98.9,
"AUT","QGDP","VOLIDX","IDX","Q","2014-Q1",98.6,
"AUT","QGDP","VOLIDX","IDX","Q","2014-Q2",99.3,
"AUT","QGDP","VOLIDX","IDX","Q","2014-Q3",99.2,
"AUT","QGDP","VOLIDX","IDX","Q","2014-Q4",99.3,
"AUT","QGDP","VOLIDX","IDX","Q","2015-Q1",99.6,
"AUT","QGDP","VOLIDX","IDX","Q","2015-Q2",99.7,
"AUT","QGDP","VOLIDX","IDX","Q","2015-Q3",100.3,
"AUT","QGDP","VOLIDX","IDX","Q","2015-Q4",100.4,
"AUT","QGDP","VOLIDX","IDX","Q","2016-Q1",101.5,
"AUT","QGDP","VOLIDX","IDX","Q","2016-Q2",101.4,
"AUT","QGDP","VOLIDX","IDX","Q","2016-Q3",101.9,
"AUT","QGDP","VOLIDX","IDX","Q","2016-Q4",103,
"AUT","QGDP","VOLIDX","IDX","Q","2017-Q1",103.8,
"AUT","QGDP","VOLIDX","IDX","Q","2017-Q2",104.3,
"AUT","QGDP","VOLIDX","IDX","Q","2017-Q3",104.8,
"AUT","QGDP","VOLIDX","IDX","Q","2017-Q4",105.2,
"AUT","QGDP","VOLIDX","IDX","Q","2018-Q1",106.5,
"AUT","QGDP","VOLIDX","IDX","Q","2018-Q2",106.9,
"AUT","QGDP","VOLIDX","IDX","Q","2018-Q3",107.2,
"AUT","QGDP","VOLIDX","IDX","Q","2018-Q4",108.1,
"AUT","QGDP","VOLIDX","IDX","Q","2019-Q1",108.9,
"AUT","QGDP","VOLIDX","IDX","Q","2019-Q2",108.6,
"AUT","QGDP","VOLIDX","IDX","Q","2019-Q3",108.9,
"AUT","QGDP","VOLIDX","IDX","Q","2019-Q4",108.3,
"AUT","QGDP","VOLIDX","IDX","Q","2020-Q1",105.1,
"AUT","QGDP","VOLIDX","IDX","Q","2020-Q2",93.8,
"AUT","QGDP","VOLIDX","IDX","Q","2020-Q3",104.8,
"AUT","QGDP","VOLIDX","IDX","Q","2020-Q4",102,
"BEL","QGDP","VOLIDX","IDX","Q","2000-Q1",78.3,
"BEL","QGDP","VOLIDX","IDX","Q","2000-Q2",78.9,
"BEL","QGDP","VOLIDX","IDX","Q","2000-Q3",79.2,
"BEL","QGDP","VOLIDX","IDX","Q","2000-Q4",80,
"BEL","QGDP","VOLIDX","IDX","Q","2001-Q1",80.1,
"BEL","QGDP","VOLIDX","IDX","Q","2001-Q2",80.1,
"BEL","QGDP","VOLIDX","IDX","Q","2001-Q3",79.9,
"BEL","QGDP","VOLIDX","IDX","Q","2001-Q4",79.8,
"BEL","QGDP","VOLIDX","IDX","Q","2002-Q1",80.5,
"BEL","QGDP","VOLIDX","IDX","Q","2002-Q2",81.2,
"BEL","QGDP","VOLIDX","IDX","Q","2002-Q3",81.6,
"BEL","QGDP","VOLIDX","IDX","Q","2002-Q4",82,
"BEL","QGDP","VOLIDX","IDX","Q","2003-Q1",81.7,
"BEL","QGDP","VOLIDX","IDX","Q","2003-Q2",81.9,
"BEL","QGDP","VOLIDX","IDX","Q","2003-Q3",82.2,
"BEL","QGDP","VOLIDX","IDX","Q","2003-Q4",82.8,
"BEL","QGDP","VOLIDX","IDX","Q","2004-Q1",84.1,
"BEL","QGDP","VOLIDX","IDX","Q","2004-Q2",84.9,
"BEL","QGDP","VOLIDX","IDX","Q","2004-Q3",85.6,
"BEL","QGDP","VOLIDX","IDX","Q","2004-Q4",85.9,
"BEL","QGDP","VOLIDX","IDX","Q","2005-Q1",86.4,
"BEL","QGDP","VOLIDX","IDX","Q","2005-Q2",86.9,
"BEL","QGDP","VOLIDX","IDX","Q","2005-Q3",87.2,
"BEL","QGDP","VOLIDX","IDX","Q","2005-Q4",87.9,
"BEL","QGDP","VOLIDX","IDX","Q","2006-Q1",88.4,
"BEL","QGDP","VOLIDX","IDX","Q","2006-Q2",88.8,
"BEL","QGDP","VOLIDX","IDX","Q","2006-Q3",89.5,
"BEL","QGDP","VOLIDX","IDX","Q","2006-Q4",90.5,
"BEL","QGDP","VOLIDX","IDX","Q","2007-Q1",91.8,
"BEL","QGDP","VOLIDX","IDX","Q","2007-Q2",92.3,
"BEL","QGDP","VOLIDX","IDX","Q","2007-Q3",93,
"BEL","QGDP","VOLIDX","IDX","Q","2007-Q4",93.3,
"BEL","QGDP","VOLIDX","IDX","Q","2008-Q1",93.7,
"BEL","QGDP","VOLIDX","IDX","Q","2008-Q2",93.8,
"BEL","QGDP","VOLIDX","IDX","Q","2008-Q3",93.3,
"BEL","QGDP","VOLIDX","IDX","Q","2008-Q4",91.2,
"BEL","QGDP","VOLIDX","IDX","Q","2009-Q1",90.3,
"BEL","QGDP","VOLIDX","IDX","Q","2009-Q2",90.4,
"BEL","QGDP","VOLIDX","IDX","Q","2009-Q3",91.5,
"BEL","QGDP","VOLIDX","IDX","Q","2009-Q4",92.3,
"BEL","QGDP","VOLIDX","IDX","Q","2010-Q1",92.7,
"BEL","QGDP","VOLIDX","IDX","Q","2010-Q2",93.7,
"BEL","QGDP","VOLIDX","IDX","Q","2010-Q3",94,
"BEL","QGDP","VOLIDX","IDX","Q","2010-Q4",94.5,
"BEL","QGDP","VOLIDX","IDX","Q","2011-Q1",95,
"BEL","QGDP","VOLIDX","IDX","Q","2011-Q2",95.2,
"BEL","QGDP","VOLIDX","IDX","Q","2011-Q3",95.4,
"BEL","QGDP","VOLIDX","IDX","Q","2011-Q4",95.7,
"BEL","QGDP","VOLIDX","IDX","Q","2012-Q1",95.9,
"BEL","QGDP","VOLIDX","IDX","Q","2012-Q2",95.9,
"BEL","QGDP","VOLIDX","IDX","Q","2012-Q3",96.2,
"BEL","QGDP","VOLIDX","IDX","Q","2012-Q4",96.1,
"BEL","QGDP","VOLIDX","IDX","Q","2013-Q1",95.9,
"BEL","QGDP","VOLIDX","IDX","Q","2013-Q2",96.4,
"BEL","QGDP","VOLIDX","IDX","Q","2013-Q3",96.7,
"BEL","QGDP","VOLIDX","IDX","Q","2013-Q4",96.9,
"BEL","QGDP","VOLIDX","IDX","Q","2014-Q1",97.3,
"BEL","QGDP","VOLIDX","IDX","Q","2014-Q2",97.6,
"BEL","QGDP","VOLIDX","IDX","Q","2014-Q3",98.3,
"BEL","QGDP","VOLIDX","IDX","Q","2014-Q4",98.8,
"BEL","QGDP","VOLIDX","IDX","Q","2015-Q1",99.3,
"BEL","QGDP","VOLIDX","IDX","Q","2015-Q2",100,
"BEL","QGDP","VOLIDX","IDX","Q","2015-Q3",100.2,
"BEL","QGDP","VOLIDX","IDX","Q","2015-Q4",100.6,
"BEL","QGDP","VOLIDX","IDX","Q","2016-Q1",100.6,
"BEL","QGDP","VOLIDX","IDX","Q","2016-Q2",101.2,
"BEL","QGDP","VOLIDX","IDX","Q","2016-Q3",101.4,
"BEL","QGDP","VOLIDX","IDX","Q","2016-Q4",101.9,
"BEL","QGDP","VOLIDX","IDX","Q","2017-Q1",102.5,
"BEL","QGDP","VOLIDX","IDX","Q","2017-Q2",102.8,
"BEL","QGDP","VOLIDX","IDX","Q","2017-Q3",102.7,
"BEL","QGDP","VOLIDX","IDX","Q","2017-Q4",103.5,
"BEL","QGDP","VOLIDX","IDX","Q","2018-Q1",104,
"BEL","QGDP","VOLIDX","IDX","Q","2018-Q2",104.5,
"BEL","QGDP","VOLIDX","IDX","Q","2018-Q3",104.8,
"BEL","QGDP","VOLIDX","IDX","Q","2018-Q4",105.7,
"BEL","QGDP","VOLIDX","IDX","Q","2019-Q1",105.9,
"BEL","QGDP","VOLIDX","IDX","Q","2019-Q2",106.2,
"BEL","QGDP","VOLIDX","IDX","Q","2019-Q3",106.8,
"BEL","QGDP","VOLIDX","IDX","Q","2019-Q4",107.4,
"BEL","QGDP","VOLIDX","IDX","Q","2020-Q1",103.8,"P"
"BEL","QGDP","VOLIDX","IDX","Q","2020-Q2",91.5,"P"
"BEL","QGDP","VOLIDX","IDX","Q","2020-Q3",102.1,"P"
"BEL","QGDP","VOLIDX","IDX","Q","2020-Q4",102,"P"
"CAN","QGDP","VOLIDX","IDX","Q","2000-Q1",73.695719,
"CAN","QGDP","VOLIDX","IDX","Q","2000-Q2",74.571655,
"CAN","QGDP","VOLIDX","IDX","Q","2000-Q3",75.330035,
"CAN","QGDP","VOLIDX","IDX","Q","2000-Q4",75.459006,
"CAN","QGDP","VOLIDX","IDX","Q","2001-Q1",75.858675,
"CAN","QGDP","VOLIDX","IDX","Q","2001-Q2",76.063107,
"CAN","QGDP","VOLIDX","IDX","Q","2001-Q3",76.012438,
"CAN","QGDP","VOLIDX","IDX","Q","2001-Q4",76.475224,
"CAN","QGDP","VOLIDX","IDX","Q","2002-Q1",77.610289,
"CAN","QGDP","VOLIDX","IDX","Q","2002-Q2",78.067703,
"CAN","QGDP","VOLIDX","IDX","Q","2002-Q3",78.74334,
"CAN","QGDP","VOLIDX","IDX","Q","2002-Q4",79.175342,
"CAN","QGDP","VOLIDX","IDX","Q","2003-Q1",79.613439,
"CAN","QGDP","VOLIDX","IDX","Q","2003-Q2",79.496038,
"CAN","QGDP","VOLIDX","IDX","Q","2003-Q3",79.793079,
"CAN","QGDP","VOLIDX","IDX","Q","2003-Q4",80.343619,
"CAN","QGDP","VOLIDX","IDX","Q","2004-Q1",80.922308,
"CAN","QGDP","VOLIDX","IDX","Q","2004-Q2",81.883518,
"CAN","QGDP","VOLIDX","IDX","Q","2004-Q3",82.8501,
"CAN","QGDP","VOLIDX","IDX","Q","2004-Q4",83.445317,
"CAN","QGDP","VOLIDX","IDX","Q","2005-Q1",83.734094,
"CAN","QGDP","VOLIDX","IDX","Q","2005-Q2",84.341604,
"CAN","QGDP","VOLIDX","IDX","Q","2005-Q3",85.363297,
"CAN","QGDP","VOLIDX","IDX","Q","2005-Q4",86.207313,
"CAN","QGDP","VOLIDX","IDX","Q","2006-Q1",86.90645,
"CAN","QGDP","VOLIDX","IDX","Q","2006-Q2",86.951334,
"CAN","QGDP","VOLIDX","IDX","Q","2006-Q3",87.194142,
"CAN","QGDP","VOLIDX","IDX","Q","2006-Q4",87.541696,
"CAN","QGDP","VOLIDX","IDX","Q","2007-Q1",88.101636,
"CAN","QGDP","VOLIDX","IDX","Q","2007-Q2",88.955259,
"CAN","QGDP","VOLIDX","IDX","Q","2007-Q3",89.328742,
"CAN","QGDP","VOLIDX","IDX","Q","2007-Q4",89.430235,
"CAN","QGDP","VOLIDX","IDX","Q","2008-Q1",89.498775,
"CAN","QGDP","VOLIDX","IDX","Q","2008-Q2",89.822467,
"CAN","QGDP","VOLIDX","IDX","Q","2008-Q3",90.55905,
"CAN","QGDP","VOLIDX","IDX","Q","2008-Q4",89.509001,
"CAN","QGDP","VOLIDX","IDX","Q","2009-Q1",87.486379,
"CAN","QGDP","VOLIDX","IDX","Q","2009-Q2",86.531676,
"CAN","QGDP","VOLIDX","IDX","Q","2009-Q3",86.921016,
"CAN","QGDP","VOLIDX","IDX","Q","2009-Q4",87.934651,
"CAN","QGDP","VOLIDX","IDX","Q","2010-Q1",88.995443,
"CAN","QGDP","VOLIDX","IDX","Q","2010-Q2",89.461122,
"CAN","QGDP","VOLIDX","IDX","Q","2010-Q3",90.095128,
"CAN","QGDP","VOLIDX","IDX","Q","2010-Q4",91.101946,
"CAN","QGDP","VOLIDX","IDX","Q","2011-Q1",91.790082,
"CAN","QGDP","VOLIDX","IDX","Q","2011-Q2",91.968895,
"CAN","QGDP","VOLIDX","IDX","Q","2011-Q3",93.237734,
"CAN","QGDP","VOLIDX","IDX","Q","2011-Q4",93.971993,
"CAN","QGDP","VOLIDX","IDX","Q","2012-Q1",94.032218,
"CAN","QGDP","VOLIDX","IDX","Q","2012-Q2",94.338917,
"CAN","QGDP","VOLIDX","IDX","Q","2012-Q3",94.467422,
"CAN","QGDP","VOLIDX","IDX","Q","2012-Q4",94.662763,
"CAN","QGDP","VOLIDX","IDX","Q","2013-Q1",95.511893,
"CAN","QGDP","VOLIDX","IDX","Q","2013-Q2",96.066203,
"CAN","QGDP","VOLIDX","IDX","Q","2013-Q3",96.849117,
"CAN","QGDP","VOLIDX","IDX","Q","2013-Q4",97.866575,
"CAN","QGDP","VOLIDX","IDX","Q","2014-Q1",98.026536,
"CAN","QGDP","VOLIDX","IDX","Q","2014-Q2",98.92184,
"CAN","QGDP","VOLIDX","IDX","Q","2014-Q3",99.870552,
"CAN","QGDP","VOLIDX","IDX","Q","2014-Q4",100.561632,
"CAN","QGDP","VOLIDX","IDX","Q","2015-Q1",100.009026,
"CAN","QGDP","VOLIDX","IDX","Q","2015-Q2",99.736829,
"CAN","QGDP","VOLIDX","IDX","Q","2015-Q3",100.0896,
"CAN","QGDP","VOLIDX","IDX","Q","2015-Q4",100.164545,
"CAN","QGDP","VOLIDX","IDX","Q","2016-Q1",100.713948,
"CAN","QGDP","VOLIDX","IDX","Q","2016-Q2",100.218726,
"CAN","QGDP","VOLIDX","IDX","Q","2016-Q3",101.252195,
"CAN","QGDP","VOLIDX","IDX","Q","2016-Q4",101.820709,
"CAN","QGDP","VOLIDX","IDX","Q","2017-Q1",102.9,
"CAN","QGDP","VOLIDX","IDX","Q","2017-Q2",104,
"CAN","QGDP","VOLIDX","IDX","Q","2017-Q3",104.4,
"CAN","QGDP","VOLIDX","IDX","Q","2017-Q4",105,
"CAN","QGDP","VOLIDX","IDX","Q","2018-Q1",105.6,
"CAN","QGDP","VOLIDX","IDX","Q","2018-Q2",106.3,
"CAN","QGDP","VOLIDX","IDX","Q","2018-Q3",107.1,
"CAN","QGDP","VOLIDX","IDX","Q","2018-Q4",107.4,
"CAN","QGDP","VOLIDX","IDX","Q","2019-Q1",107.5,
"CAN","QGDP","VOLIDX","IDX","Q","2019-Q2",108.6,
"CAN","QGDP","VOLIDX","IDX","Q","2019-Q3",109.1,
"CAN","QGDP","VOLIDX","IDX","Q","2019-Q4",109.2,
"CAN","QGDP","VOLIDX","IDX","Q","2020-Q1",107.1,
"CAN","QGDP","VOLIDX","IDX","Q","2020-Q2",94.8,
"CAN","QGDP","VOLIDX","IDX","Q","2020-Q3",103.3,
"CAN","QGDP","VOLIDX","IDX","Q","2020-Q4",105.7,
"CZE","QGDP","VOLIDX","IDX","Q","2000-Q1",66.2,
"CZE","QGDP","VOLIDX","IDX","Q","2000-Q2",66.9,
"CZE","QGDP","VOLIDX","IDX","Q","2000-Q3",67.7,
"CZE","QGDP","VOLIDX","IDX","Q","2000-Q4",68,
"CZE","QGDP","VOLIDX","IDX","Q","2001-Q1",68.8,
"CZE","QGDP","VOLIDX","IDX","Q","2001-Q2",69,
"CZE","QGDP","VOLIDX","IDX","Q","2001-Q3",69.3,
"CZE","QGDP","VOLIDX","IDX","Q","2001-Q4",69.8,
"CZE","QGDP","VOLIDX","IDX","Q","2002-Q1",69.7,
"CZE","QGDP","VOLIDX","IDX","Q","2002-Q2",70,
"CZE","QGDP","VOLIDX","IDX","Q","2002-Q3",70.4,
"CZE","QGDP","VOLIDX","IDX","Q","2002-Q4",70.9,
"CZE","QGDP","VOLIDX","IDX","Q","2003-Q1",71.7,
"CZE","QGDP","VOLIDX","IDX","Q","2003-Q2",72.5,
"CZE","QGDP","VOLIDX","IDX","Q","2003-Q3",73.2,
"CZE","QGDP","VOLIDX","IDX","Q","2003-Q4",73.8,
"CZE","QGDP","VOLIDX","IDX","Q","2004-Q1",74.6,
"CZE","QGDP","VOLIDX","IDX","Q","2004-Q2",75.5,
"CZE","QGDP","VOLIDX","IDX","Q","2004-Q3",76.6,
"CZE","QGDP","VOLIDX","IDX","Q","2004-Q4",78,
"CZE","QGDP","VOLIDX","IDX","Q","2005-Q1",79.4,
"CZE","QGDP","VOLIDX","IDX","Q","2005-Q2",80.5,
"CZE","QGDP","VOLIDX","IDX","Q","2005-Q3",81.8,
"CZE","QGDP","VOLIDX","IDX","Q","2005-Q4",83.3,
"CZE","QGDP","VOLIDX","IDX","Q","2006-Q1",84.8,
"CZE","QGDP","VOLIDX","IDX","Q","2006-Q2",86.5,
"CZE","QGDP","VOLIDX","IDX","Q","2006-Q3",87.6,
"CZE","QGDP","VOLIDX","IDX","Q","2006-Q4",88.7,
"CZE","QGDP","VOLIDX","IDX","Q","2007-Q1",90.2,
"CZE","QGDP","VOLIDX","IDX","Q","2007-Q2",91,
"CZE","QGDP","VOLIDX","IDX","Q","2007-Q3",92.3,
"CZE","QGDP","VOLIDX","IDX","Q","2007-Q4",93.4,
"CZE","QGDP","VOLIDX","IDX","Q","2008-Q1",93.9,
"CZE","QGDP","VOLIDX","IDX","Q","2008-Q2",94.6,
"CZE","QGDP","VOLIDX","IDX","Q","2008-Q3",94.8,
"CZE","QGDP","VOLIDX","IDX","Q","2008-Q4",93,
"CZE","QGDP","VOLIDX","IDX","Q","2009-Q1",89.8,
"CZE","QGDP","VOLIDX","IDX","Q","2009-Q2",89.5,
"CZE","QGDP","VOLIDX","IDX","Q","2009-Q3",89.9,
"CZE","QGDP","VOLIDX","IDX","Q","2009-Q4",90,
"CZE","QGDP","VOLIDX","IDX","Q","2010-Q1",90.6,
"CZE","QGDP","VOLIDX","IDX","Q","2010-Q2",91.7,
"CZE","QGDP","VOLIDX","IDX","Q","2010-Q3",92.4,
"CZE","QGDP","VOLIDX","IDX","Q","2010-Q4",92.8,
"CZE","QGDP","VOLIDX","IDX","Q","2011-Q1",93.3,
"CZE","QGDP","VOLIDX","IDX","Q","2011-Q2",93.6,
"CZE","QGDP","VOLIDX","IDX","Q","2011-Q3",93.5,
"CZE","QGDP","VOLIDX","IDX","Q","2011-Q4",93.5,
"CZE","QGDP","VOLIDX","IDX","Q","2012-Q1",93.3,
"CZE","QGDP","VOLIDX","IDX","Q","2012-Q2",92.9,
"CZE","QGDP","VOLIDX","IDX","Q","2012-Q3",92.6,
